form_type,filer_committee_id_number,transaction_id_number,back_reference_tran_id_number,back_reference_sched_name,entity_type,payee_organization_name,payee_last_name,payee_first_name,payee_middle_name,payee_prefix,payee_suffix,payee_street_1,payee_street_2,payee_city,payee_state,payee_zip_code,election_code,election_other_description,expenditure_date,expenditure_amount,semi_annual_refunded_bundled_amt,expenditure_purpose_descrip,category_code,beneficiary_committee_fec_id,beneficiary_committee_name,beneficiary_candidate_fec_id,beneficiary_candidate_last_name,beneficiary_candidate_first_name,beneficiary_candidate_middle_name,beneficiary_candidate_prefix,beneficiary_candidate_suffix,beneficiary_candidate_office,beneficiary_candidate_state,beneficiary_candidate_district,conduit_name,conduit_street_1,conduit_street_2,conduit_city,conduit_state,conduit_zip_code,memo_code,memo_text_description,reference_to_si_or_sl_system_code_that_identifies_the_account
SB22,C00658476,500166186,,,PTY,Alaska Democratic Party,,,,,,2602 Fairbanks St,,Anchorage,AK,995032824,G2023,,2023-01-25,9756.20,0.00,Transfer,008,C00191247,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166192,,,PTY,California Democratic Party,,,,,,1830 9Th St,,Sacramento,CA,958117012,G2023,,2023-01-25,9756.20,0.00,Transfer,008,C00105668,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166193,,,PTY,Colorado Democratic Party,,,,,,789 N Sherman St,,Denver,CO,802033529,G2023,,2023-01-25,13280.00,0.00,Transfer,008,C00161786,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166194,,,PTY,Connecticut Democratic State Central Committee,,,,,,30 Arbor St,Apt 404,Hartford,CT,061061240,G2023,,2023-01-25,22256.20,0.00,Transfer,008,C00167320,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166195,,,PTY,DC Democratic State Committee,,,,,,S CAPITOL St SE,,Washington,DC,20003,G2023,,2023-01-25,22256.20,0.00,Transfer,008,C00295964,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166197,,,PTY,Democratic Executive Committee Of Florida,,,,,,PO Box 671058,,Coral Springs,FL,330670018,G2023,,2023-01-25,15780.00,0.00,Transfer,008,C00005561,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166189,,,PTY,Democratic Party Of Arkansas,,,,,,1300 W Capitol Ave,,Little Rock,AR,722012916,G2023,,2023-01-25,9756.20,0.00,Transfer,008,C00024372,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166198,,,PTY,Democratic Party Of Hawaii,,,,,,627 South St,Ste 105,Honolulu,HI,968135050,G2023,,2023-01-25,22256.20,0.00,Transfer,008,C00212787,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166217,,,PTY,Democratic Party Of New Mexico - Federal,,,,,,PO Box 27615,,Albuquerque,NM,871257615,G2023,,2023-01-25,22500.00,0.00,Transfer,008,C00161810,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166224,,,PTY,Democratic Party Of Oregon,,,,,,232 NE 9Th Ave,,Portland,OR,972322915,G2023,,2023-01-25,12500.00,0.00,Transfer,008,C00188367,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166229,,,PTY,Democratic Party Of South Carolina,,,,,,915 Lady St,Ste 111,Columbia,SC,292013187,G2023,,2023-01-25,24756.19,0.00,Transfer,008,C00007658,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166238,,,PTY,Democratic Party Of Virginia,,,,,,919 E Main St,,Richmond,VA,232194625,G2023,,2023-01-25,13280.00,0.00,Transfer,008,C00155952,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166241,,,PTY,Democratic Party Of Wisconsin Federal,,,,,,15 N Pinckney St,Ste 200,Madison,WI,537032833,G2023,,2023-01-25,23280.00,0.00,Transfer,008,C00019331,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166204,,,PTY,Democratic State Central Committee Of LA,,,,,,PO Box 4385,,Baton Rouge,LA,708214385,G2023,,2023-01-25,24756.20,0.00,Transfer,008,C00071365,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166206,,,PTY,Democratic State Central Committee Of Maryland,,,,,,275 West St,Ste 305,Annapolis,MD,214013499,G2023,,2023-01-25,12500.00,0.00,Transfer,008,C00141812,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166196,,,PTY,Democratic State Committee (Delaware),,,,,,2Nd Commons Blvd,Floor 19,New Castle,DE,19720,G2023,,2023-01-25,22256.20,0.00,Transfer,008,C00211763,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166199,,,PTY,Idaho State Democratic Party,,,,,,812 W Franklin St,Ste 100,Boise,ID,837025530,G2023,,2023-01-25,9756.20,0.00,Transfer,008,C00010439,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166200,,,PTY,Indiana Democratic Congressional Victory Committee,,,,,,115 W Washington St,,Indianapolis,IN,462043420,G2023,,2023-01-25,24756.20,0.00,Transfer,008,C00108613,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166201,,,PTY,Iowa Democratic Party,,,,,,5661 Fleur Dr,,Des Moines,IA,503212841,G2023,,2023-01-25,24756.20,0.00,Transfer,008,C00035600,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166202,,,PTY,Kansas Democratic Party,,,,,,501 SE Jefferson St,Ste 30,Topeka,KS,666071173,G2023,,2023-01-25,25000.00,0.00,Transfer,008,C00019380,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166203,,,PTY,Kentucky State Democratic Central Executive Committee,,,,,,PO Box 694,,Frankfort,KY,406020694,G2023,,2023-01-25,9756.20,0.00,Transfer,008,C00011197,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166205,,,PTY,Maine Democratic State Committee,,,,,,320 Water St,Fl 3,Augusta,ME,043304644,G2023,,2023-01-25,12500.00,0.00,Transfer,008,C00179408,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166207,,,PTY,Massachusetts Democratic State Committee,,,,,,11 Beacon St,Ste 410,Boston,MA,021083055,G2023,,2023-01-25,12500.00,0.00,Transfer,008,C00089243,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166208,,,PTY,Michigan Democratic State Central Committee,,,,,,606 Townsend St,,Lansing,MI,489332313,G2023,,2023-01-25,13280.00,0.00,Transfer,008,C00031054,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166209,,,PTY,Minnesota Democratic Farmer Labor Party,,,,,,255 Plato Blvd E,,Saint Paul,MN,551071623,G2023,,2023-01-25,23036.20,0.00,Transfer,008,C00025254,,,,,,,,,,,,,,,,,,
SB22,C00658476,500166210,,,PTY,Mississippi Democratic Party,,,,,,832 N Congress St,,Jackson,MS,392022551,G2023,,2023-01-25,24756.19,0.00,Transfer,008,C00149641,,,,,,,,,,,,,,,,,,
